intersection,probability
"('<wordnet_soccer_player_110618342>', '<wordnet_spy_110641755>')",0.0
"('<wordnet_soccer_player_110618342>', '<wordnet_engineer_109615807>')",0.00031028598024512594
"('<wordnet_soccer_player_110618342>', '<wordnet_king_110231515>')",0.0
"('<wordnet_soccer_player_110618342>', '<wordnet_samurai_110549763>')",0.0
"('<wordnet_soccer_player_110618342>', '<wordnet_horseman_110185793>')",2.585716502042716e-05
"('<wordnet_soccer_player_110618342>', '<wordnet_actress_109767700>')",5.171433004085432e-05
"('<wordnet_soccer_player_110618342>', '<wordnet_state_senator_110650076>')",5.171433004085432e-05
"('<wordnet_soccer_player_110618342>', '<wordnet_ward_110767020>')",2.585716502042716e-05
"('<wordnet_soccer_player_110618342>', '<wordnet_sovereign_110628644>')",5.171433004085432e-05
"('<wordnet_soccer_player_110618342>', '<wordnet_referee_110514429>')",0.0018875730464911827
"('<wordnet_soccer_player_110618342>', '<wordnet_bodybuilder_109862845>')",7.757149506128149e-05
"('<wordnet_soccer_player_110618342>', '<wordnet_head_110162991>')",0.08036406888348761
"('<wordnet_soccer_player_110618342>', '<wordnet_historian_110177150>')",5.171433004085432e-05
"('<wordnet_soccer_player_110618342>', '<wordnet_officeholder_110371450>')",0.0011635724259192223
"('<wordnet_soccer_player_110618342>', '<wordnet_emperor_110053004>')",0.0
"('<wordnet_soccer_player_110618342>', '<wordnet_cricketer_109977326>')",0.003206288462532968
"('<wordnet_soccer_player_110618342>', '<wordnet_dancer_109989502>')",2.585716502042716e-05
"('<wordnet_soccer_player_110618342>', '<wordnet_schemer_110556518>')",0.0
"('<wordnet_soccer_player_110618342>', '<wordnet_herald_110171219>')",0.0
"('<wordnet_soccer_player_110618342>', '<wordnet_curate_109983572>')",0.0
"('<wordnet_soccer_player_110618342>', '<wordnet_abbot_109754404>')",0.0
"('<wordnet_soccer_player_110618342>', '<wordnet_skier_110605253>')",2.585716502042716e-05
"('<wordnet_soccer_player_110618342>', '<wordnet_vice_president_110751265>')",0.0
"('<wordnet_soccer_player_110618342>', '<wordnet_archbishop_109805151>')",0.0
"('<wordnet_soccer_player_110618342>', '<wordnet_religious_person_109628382>')",0.00015514299012256297
"('<wordnet_soccer_player_110618342>', '<wordnet_cardinal_109894143>')",2.585716502042716e-05
"('<wordnet_soccer_player_110618342>', '<wordnet_philosopher_110423589>')",2.585716502042716e-05
"('<wordnet_soccer_player_110618342>', '<wordnet_rider_110529965>')",0.00015514299012256297
"('<wordnet_soccer_player_110618342>', '<wordnet_cheerleader_109913593>')",0.0
"('<wordnet_soccer_player_110618342>', '<wordnet_chef_109963574>')",5.171433004085432e-05
"('<wordnet_soccer_player_110618342>', '<wordnet_fencer_110085217>')",0.0
"('<wordnet_soccer_player_110618342>', '<wordnet_very_important_person_110748620>')",0.0
"('<wordnet_soccer_player_110618342>', '<wordnet_basketball_player_109842047>')",0.13903397631483685
"('<wordnet_soccer_player_110618342>', '<wordnet_congressman_109955781>')",0.0
"('<wordnet_soccer_player_110618342>', '<wordnet_criminal_109977660>')",0.00036200031028598025
"('<wordnet_soccer_player_110618342>', '<wordnet_academician_109759069>')",0.00020685732016341728
"('<wordnet_soccer_player_110618342>', '<wordnet_musician_110339966>')",0.000491286135388116
"('<wordnet_soccer_player_110618342>', '<wordnet_athlete_109820263>')",1.0
"('<wordnet_soccer_player_110618342>', '<wordnet_mathematician_110301261>')",0.0
"('<wordnet_soccer_player_110618342>', '<wordnet_policeman_110448983>')",0.000982572270776232
"('<wordnet_soccer_player_110618342>', '<wordnet_architect_109805475>')",0.0001292858251021358
"('<wordnet_soccer_player_110618342>', '<wordnet_woman_110787470>')",0.02365930599369085
"('<wordnet_soccer_player_110618342>', '<wordnet_peer_109626238>')",0.0008532864456740963
"('<wordnet_soccer_player_110618342>', '<wordnet_builder_109878275>')",0.0
"('<wordnet_soccer_player_110618342>', '<wordnet_photographer_110426749>')",5.171433004085432e-05
"('<wordnet_soccer_player_110618342>', '<wordnet_astronaut_109818022>')",5.171433004085432e-05
"('<wordnet_soccer_player_110618342>', '<wordnet_pilot_110433164>')",0.00018100015514299012
"('<wordnet_soccer_player_110618342>', '<wordnet_person_100007846>')",1.0
"('<wordnet_ambassador_109787534>', '<wordnet_comedian_109940146>')",0.0005448106782892945
"('<wordnet_ambassador_109787534>', '<wordnet_speaker_110630188>')",0.009670389539634977
"('<wordnet_ambassador_109787534>', '<wordnet_leader_109623038>')",0.45103514028874964
"('<wordnet_ambassador_109787534>', '<wordnet_lacrosse_player_110242682>')",6.810133478616181e-05
"('<wordnet_ambassador_109787534>', '<wordnet_volleyball_player_110759047>')",6.810133478616181e-05
"('<wordnet_ambassador_109787534>', '<wordnet_serial_killer_110581464>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_civil_servant_109925459>')",0.029079269953691093
"('<wordnet_ambassador_109787534>', '<wordnet_climber_109929298>')",6.810133478616181e-05
"('<wordnet_ambassador_109787534>', '<wordnet_tennis_player_110701180>')",0.0010215200217924272
"('<wordnet_ambassador_109787534>', '<wordnet_saint_110546850>')",0.001430128030509398
"('<wordnet_ambassador_109787534>', '<wordnet_diver_110019552>')",6.810133478616181e-05
"('<wordnet_ambassador_109787534>', '<wordnet_victim_110752093>')",0.006469626804685372
"('<wordnet_ambassador_109787534>', '<wordnet_snowboarder_110617665>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_poet_110444194>')",0.014777989648597112
"('<wordnet_ambassador_109787534>', '<wordnet_mass_murderer_110298343>')",6.810133478616181e-05
"('<wordnet_ambassador_109787534>', '<wordnet_bowler_109870096>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_pope_110453533>')",0.0009534186870062653
"('<wordnet_ambassador_109787534>', '<wordnet_doctor_110020890>')",0.007423045491691638
"('<wordnet_ambassador_109787534>', '<wordnet_coach_109931640>')",0.0007491146826477799
"('<wordnet_ambassador_109787534>', '<wordnet_dodo_110022908>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_swimmer_110683349>')",0.00013620266957232362
"('<wordnet_ambassador_109787534>', '<wordnet_synthesist_110687231>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_lama_110243664>')",6.810133478616181e-05
"('<wordnet_ambassador_109787534>', '<wordnet_commanding_officer_109941964>')",0.03078180332334514
"('<wordnet_ambassador_109787534>', '<wordnet_sumo_wrestler_110674713>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_spouse_110640620>')",0.00040860800871697086
"('<wordnet_ambassador_109787534>', '<wordnet_performer_110415638>')",0.011781530918005993
"('<wordnet_ambassador_109787534>', '<wordnet_judge_110225219>')",0.01539090166167257
"('<wordnet_ambassador_109787534>', '<wordnet_dramatist_110030277>')",0.0037455734132388996
"('<wordnet_ambassador_109787534>', '<wordnet_spree_killer_110581648>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_model_110324560>')",0.0022473440479433395
"('<wordnet_ambassador_109787534>', '<wordnet_film_director_110088200>')",0.0019749387087986923
"('<wordnet_ambassador_109787534>', '<wordnet_military_officer_110317007>')",0.12278670661944974
"('<wordnet_ambassador_109787534>', '<wordnet_politician_110450303>')",0.3481340234268592
"('<wordnet_ambassador_109787534>', '<wordnet_singer_110599806>')",0.005175701443748297
"('<wordnet_ambassador_109787534>', '<wordnet_campaigner_109889691>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_premier_109907196>')",0.0015663307000817217
"('<wordnet_ambassador_109787534>', '<wordnet_governor_general_110140597>')",6.810133478616181e-05
"('<wordnet_ambassador_109787534>', '<wordnet_suspect_110681383>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_surfer_110679054>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_ballplayer_109835506>')",0.000340506673930809
"('<wordnet_ambassador_109787534>', '<wordnet_supplier_110677271>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_bishop_109857200>')",0.007354944156905475
"('<wordnet_ambassador_109787534>', '<wordnet_presenter_110466387>')",0.0019068373740125306
"('<wordnet_ambassador_109787534>', '<wordnet_chess_player_109915834>')",0.00027240533914464724
"('<wordnet_ambassador_109787534>', '<wordnet_hockey_player_110179291>')",0.00027240533914464724
"('<wordnet_ambassador_109787534>', '<wordnet_mayor_110303814>')",0.01389267229637701
"('<wordnet_ambassador_109787534>', '<wordnet_golfer_110136959>')",0.00013620266957232362
"('<wordnet_ambassador_109787534>', '<wordnet_football_player_110101634>')",0.0026559520566603106
"('<wordnet_ambassador_109787534>', '<wordnet_chemist_109913824>')",0.0007491146826477799
"('<wordnet_ambassador_109787534>', '<wordnet_playmate_110441037>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_trade_unionist_110720964>')",0.0025878507218741486
"('<wordnet_ambassador_109787534>', '<wordnet_professional_110480253>')",0.09888313810950694
"('<wordnet_ambassador_109787534>', '<wordnet_mountaineer_110334567>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_journalist_110224578>')",0.03289294470171615
"('<wordnet_ambassador_109787534>', '<wordnet_director_110014939>')",0.01321165894851539
"('<wordnet_ambassador_109787534>', '<wordnet_cyclist_109986189>')",0.00013620266957232362
"('<wordnet_ambassador_109787534>', '<wordnet_president_110467179>')",0.042427131571778805
"('<wordnet_ambassador_109787534>', '<wordnet_actor_109765278>')",0.008512666848270227
"('<wordnet_ambassador_109787534>', '<wordnet_economist_110043643>')",0.011372922909289021
"('<wordnet_ambassador_109787534>', '<wordnet_professional_110480583>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_rabbi_110502329>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_detainee_110009162>')",0.000340506673930809
"('<wordnet_ambassador_109787534>', '<wordnet_national_109625401>')",0.012939253609370744
"('<wordnet_ambassador_109787534>', '<wordnet_ski_jumper_110605375>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_writer_110794014>')",0.10582947425769546
"('<wordnet_ambassador_109787534>', '<wordnet_chief_justice_109916788>')",0.0017025333696540452
"('<wordnet_ambassador_109787534>', '<wordnet_skater_110604491>')",0.00013620266957232362
"('<wordnet_ambassador_109787534>', '<wordnet_antipope_109797375>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_commissioner_109943811>')",0.0029283573958049577
"('<wordnet_ambassador_109787534>', '<wordnet_first_lady_110092880>')",0.001089621356578589
"('<wordnet_ambassador_109787534>', '<wordnet_official_110372373>')",1.0
"('<wordnet_ambassador_109787534>', '<wordnet_noble_110271677>')",0.043380550258785074
"('<wordnet_ambassador_109787534>', '<wordnet_martyr_110296618>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_scientist_110560637>')",0.03057749931898665
"('<wordnet_ambassador_109787534>', '<wordnet_member_110307234>')",0.021792427131571777
"('<wordnet_ambassador_109787534>', '<wordnet_representative_110522035>')",0.140152546989921
"('<wordnet_ambassador_109787534>', '<wordnet_sender_110578762>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_governor_110140314>')",0.03541269408880414
"('<wordnet_ambassador_109787534>', '<wordnet_gymnast_110153594>')",6.810133478616181e-05
"('<wordnet_ambassador_109787534>', '<wordnet_scholar_110557854>')",0.3814355761372923
"('<wordnet_ambassador_109787534>', '<wordnet_sailor_110546633>')",0.0016344320348678834
"('<wordnet_ambassador_109787534>', '<wordnet_minister_110320863>')",0.16739308090438573
"('<wordnet_ambassador_109787534>', '<wordnet_pirate_110435367>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_composer_109947232>')",0.0023154453827295015
"('<wordnet_ambassador_109787534>', '<wordnet_soldier_110622053>')",0.009942794878779623
"('<wordnet_ambassador_109787534>', '<wordnet_speedskater_110634849>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_player_110439851>')",0.0070144374829746664
"('<wordnet_ambassador_109787534>', '<wordnet_patriarch_110406905>')",0.00047670934350313264
"('<wordnet_ambassador_109787534>', '<wordnet_wrestler_110793168>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_sports_announcer_110639637>')",0.00013620266957232362
"('<wordnet_ambassador_109787534>', '<wordnet_football_official_110101427>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_boxer_109870208>')",6.810133478616181e-05
"('<wordnet_ambassador_109787534>', '<wordnet_artist_109812338>')",0.01280305093979842
"('<wordnet_ambassador_109787534>', '<wordnet_celebrity_109903153>')",6.810133478616181e-05
"('<wordnet_ambassador_109787534>', '<wordnet_person_100007846>')",1.0
"('<wordnet_ambassador_109787534>', '<wordnet_spy_110641755>')",0.002179242713157178
"('<wordnet_ambassador_109787534>', '<wordnet_engineer_109615807>')",0.00524380277853446
"('<wordnet_ambassador_109787534>', '<wordnet_king_110231515>')",0.0012258240261509125
"('<wordnet_ambassador_109787534>', '<wordnet_samurai_110549763>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_horseman_110185793>')",0.00013620266957232362
"('<wordnet_ambassador_109787534>', '<wordnet_actress_109767700>')",0.005107600108962136
"('<wordnet_ambassador_109787534>', '<wordnet_state_senator_110650076>')",0.008104058839553256
"('<wordnet_ambassador_109787534>', '<wordnet_ward_110767020>')",6.810133478616181e-05
"('<wordnet_ambassador_109787534>', '<wordnet_sovereign_110628644>')",0.01048760555706892
"('<wordnet_ambassador_109787534>', '<wordnet_referee_110514429>')",0.00013620266957232362
"('<wordnet_ambassador_109787534>', '<wordnet_bodybuilder_109862845>')",6.810133478616181e-05
"('<wordnet_ambassador_109787534>', '<wordnet_head_110162991>')",0.2440751838736039
"('<wordnet_ambassador_109787534>', '<wordnet_historian_110177150>')",0.020907109779351674
"('<wordnet_ambassador_109787534>', '<wordnet_officeholder_110371450>')",0.41943612094797056
"('<wordnet_ambassador_109787534>', '<wordnet_emperor_110053004>')",0.000340506673930809
"('<wordnet_ambassador_109787534>', '<wordnet_cricketer_109977326>')",0.0015663307000817217
"('<wordnet_ambassador_109787534>', '<wordnet_dancer_109989502>')",0.00040860800871697086
"('<wordnet_ambassador_109787534>', '<wordnet_schemer_110556518>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_herald_110171219>')",6.810133478616181e-05
"('<wordnet_ambassador_109787534>', '<wordnet_curate_109983572>')",0.0018387360392263688
"('<wordnet_ambassador_109787534>', '<wordnet_abbot_109754404>')",0.0008853173522201035
"('<wordnet_ambassador_109787534>', '<wordnet_skier_110605253>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_vice_president_110751265>')",0.005720512122037592
"('<wordnet_ambassador_109787534>', '<wordnet_archbishop_109805151>')",0.002451648052301825
"('<wordnet_ambassador_109787534>', '<wordnet_religious_person_109628382>')",0.008580768183056389
"('<wordnet_ambassador_109787534>', '<wordnet_cardinal_109894143>')",0.0031326614001634433
"('<wordnet_ambassador_109787534>', '<wordnet_philosopher_110423589>')",0.0048351947698174885
"('<wordnet_ambassador_109787534>', '<wordnet_rider_110529965>')",0.00027240533914464724
"('<wordnet_ambassador_109787534>', '<wordnet_cheerleader_109913593>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_chef_109963574>')",6.810133478616181e-05
"('<wordnet_ambassador_109787534>', '<wordnet_fencer_110085217>')",0.00047670934350313264
"('<wordnet_ambassador_109787534>', '<wordnet_very_important_person_110748620>')",6.810133478616181e-05
"('<wordnet_ambassador_109787534>', '<wordnet_basketball_player_109842047>')",0.0012939253609370743
"('<wordnet_ambassador_109787534>', '<wordnet_congressman_109955781>')",0.0006129120130754563
"('<wordnet_ambassador_109787534>', '<wordnet_criminal_109977660>')",0.003541269408880414
"('<wordnet_ambassador_109787534>', '<wordnet_academician_109759069>')",0.013960773631163171
"('<wordnet_ambassador_109787534>', '<wordnet_musician_110339966>')",0.007354944156905475
"('<wordnet_ambassador_109787534>', '<wordnet_athlete_109820263>')",0.008512666848270227
"('<wordnet_ambassador_109787534>', '<wordnet_mathematician_110301261>')",0.0010215200217924272
"('<wordnet_ambassador_109787534>', '<wordnet_policeman_110448983>')",0.002179242713157178
"('<wordnet_ambassador_109787534>', '<wordnet_architect_109805475>')",0.0012939253609370743
"('<wordnet_ambassador_109787534>', '<wordnet_woman_110787470>')",0.04501498229365296
"('<wordnet_ambassador_109787534>', '<wordnet_peer_109626238>')",0.03670661944974121
"('<wordnet_ambassador_109787534>', '<wordnet_builder_109878275>')",0.0
"('<wordnet_ambassador_109787534>', '<wordnet_photographer_110426749>')",0.0008853173522201035
"('<wordnet_ambassador_109787534>', '<wordnet_astronaut_109818022>')",0.000340506673930809
"('<wordnet_ambassador_109787534>', '<wordnet_pilot_110433164>')",0.001770634704440207
"('<wordnet_ambassador_109787534>', '<wordnet_person_100007846>')",1.0
"('<wordnet_comedian_109940146>', '<wordnet_speaker_110630188>')",0.011723621850835619
"('<wordnet_comedian_109940146>', '<wordnet_leader_109623038>')",0.0538787727612871
"('<wordnet_comedian_109940146>', '<wordnet_lacrosse_player_110242682>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_volleyball_player_110759047>')",8.314625426124553e-05
"('<wordnet_comedian_109940146>', '<wordnet_serial_killer_110581464>')",0.0003325850170449821
"('<wordnet_comedian_109940146>', '<wordnet_civil_servant_109925459>')",0.0003325850170449821
"('<wordnet_comedian_109940146>', '<wordnet_climber_109929298>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_tennis_player_110701180>')",8.314625426124553e-05
"('<wordnet_comedian_109940146>', '<wordnet_saint_110546850>')",0.0008314625426124553
"('<wordnet_comedian_109940146>', '<wordnet_diver_110019552>')",8.314625426124553e-05
"('<wordnet_comedian_109940146>', '<wordnet_victim_110752093>')",0.0024112413735761203
"('<wordnet_comedian_109940146>', '<wordnet_snowboarder_110617665>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_poet_110444194>')",0.005986530306809678
"('<wordnet_comedian_109940146>', '<wordnet_mass_murderer_110298343>')",0.00041573127130622767
"('<wordnet_comedian_109940146>', '<wordnet_bowler_109870096>')",8.314625426124553e-05
"('<wordnet_comedian_109940146>', '<wordnet_pope_110453533>')",8.314625426124553e-05
"('<wordnet_comedian_109940146>', '<wordnet_doctor_110020890>')",0.001579778830963665
"('<wordnet_comedian_109940146>', '<wordnet_coach_109931640>')",0.0003325850170449821
"('<wordnet_comedian_109940146>', '<wordnet_dodo_110022908>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_swimmer_110683349>')",0.0003325850170449821
"('<wordnet_comedian_109940146>', '<wordnet_synthesist_110687231>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_lama_110243664>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_commanding_officer_109941964>')",0.003575288933233558
"('<wordnet_comedian_109940146>', '<wordnet_sumo_wrestler_110674713>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_spouse_110640620>')",0.0004988775255674732
"('<wordnet_comedian_109940146>', '<wordnet_performer_110415638>')",1.0
"('<wordnet_comedian_109940146>', '<wordnet_judge_110225219>')",0.0008314625426124553
"('<wordnet_comedian_109940146>', '<wordnet_dramatist_110030277>')",0.0177101521576453
"('<wordnet_comedian_109940146>', '<wordnet_spree_killer_110581648>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_model_110324560>')",0.0061528228153321695
"('<wordnet_comedian_109940146>', '<wordnet_film_director_110088200>')",0.042404589673235224
"('<wordnet_comedian_109940146>', '<wordnet_military_officer_110317007>')",0.014966325767024195
"('<wordnet_comedian_109940146>', '<wordnet_politician_110450303>')",0.012887669410493057
"('<wordnet_comedian_109940146>', '<wordnet_singer_110599806>')",0.0838114242953355
"('<wordnet_comedian_109940146>', '<wordnet_campaigner_109889691>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_premier_109907196>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_governor_general_110140597>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_suspect_110681383>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_surfer_110679054>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_ballplayer_109835506>')",0.0007483162883512097
"('<wordnet_comedian_109940146>', '<wordnet_supplier_110677271>')",0.0003325850170449821
"('<wordnet_comedian_109940146>', '<wordnet_bishop_109857200>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_presenter_110466387>')",0.05803608547434938
"('<wordnet_comedian_109940146>', '<wordnet_chess_player_109915834>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_hockey_player_110179291>')",0.0008314625426124553
"('<wordnet_comedian_109940146>', '<wordnet_mayor_110303814>')",0.0007483162883512097
"('<wordnet_comedian_109940146>', '<wordnet_golfer_110136959>')",0.0006651700340899642
"('<wordnet_comedian_109940146>', '<wordnet_football_player_110101634>')",0.0034089964247110667
"('<wordnet_comedian_109940146>', '<wordnet_chemist_109913824>')",0.00016629250852249106
"('<wordnet_comedian_109940146>', '<wordnet_playmate_110441037>')",0.0003325850170449821
"('<wordnet_comedian_109940146>', '<wordnet_trade_unionist_110720964>')",0.0003325850170449821
"('<wordnet_comedian_109940146>', '<wordnet_professional_110480253>')",0.010892159308223164
"('<wordnet_comedian_109940146>', '<wordnet_mountaineer_110334567>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_journalist_110224578>')",0.020537124802527645
"('<wordnet_comedian_109940146>', '<wordnet_director_110014939>')",0.022782073667581275
"('<wordnet_comedian_109940146>', '<wordnet_cyclist_109986189>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_president_110467179>')",0.0008314625426124553
"('<wordnet_comedian_109940146>', '<wordnet_actor_109765278>')",0.5173359940134697
"('<wordnet_comedian_109940146>', '<wordnet_economist_110043643>')",0.00016629250852249106
"('<wordnet_comedian_109940146>', '<wordnet_professional_110480583>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_rabbi_110502329>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_detainee_110009162>')",8.314625426124553e-05
"('<wordnet_comedian_109940146>', '<wordnet_national_109625401>')",0.005321360272719714
"('<wordnet_comedian_109940146>', '<wordnet_ski_jumper_110605375>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_writer_110794014>')",0.20695102685624012
"('<wordnet_comedian_109940146>', '<wordnet_chief_justice_109916788>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_skater_110604491>')",0.0003325850170449821
"('<wordnet_comedian_109940146>', '<wordnet_antipope_109797375>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_commissioner_109943811>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_first_lady_110092880>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_official_110372373>')",0.007566309137773343
"('<wordnet_comedian_109940146>', '<wordnet_noble_110271677>')",0.0004988775255674732
"('<wordnet_comedian_109940146>', '<wordnet_martyr_110296618>')",0.00016629250852249106
"('<wordnet_comedian_109940146>', '<wordnet_scientist_110560637>')",0.004573043984368504
"('<wordnet_comedian_109940146>', '<wordnet_member_110307234>')",0.0030764114076660847
"('<wordnet_comedian_109940146>', '<wordnet_representative_110522035>')",0.004240458967323522
"('<wordnet_comedian_109940146>', '<wordnet_sender_110578762>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_governor_110140314>')",0.0004988775255674732
"('<wordnet_comedian_109940146>', '<wordnet_gymnast_110153594>')",0.0002494387627837366
"('<wordnet_comedian_109940146>', '<wordnet_scholar_110557854>')",0.16920262742163467
"('<wordnet_comedian_109940146>', '<wordnet_sailor_110546633>')",0.0032427039161885755
"('<wordnet_comedian_109940146>', '<wordnet_minister_110320863>')",0.0004988775255674732
"('<wordnet_comedian_109940146>', '<wordnet_pirate_110435367>')",0.0003325850170449821
"('<wordnet_comedian_109940146>', '<wordnet_composer_109947232>')",0.020370832294005155
"('<wordnet_comedian_109940146>', '<wordnet_soldier_110622053>')",0.0111415980710069
"('<wordnet_comedian_109940146>', '<wordnet_speedskater_110634849>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_player_110439851>')",0.013719131953105512
"('<wordnet_comedian_109940146>', '<wordnet_patriarch_110406905>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_wrestler_110793168>')",0.0010809013053961918
"('<wordnet_comedian_109940146>', '<wordnet_sports_announcer_110639637>')",0.0005820237798287187
"('<wordnet_comedian_109940146>', '<wordnet_football_official_110101427>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_boxer_109870208>')",0.001247193813918683
"('<wordnet_comedian_109940146>', '<wordnet_artist_109812338>')",0.1736925251517419
"('<wordnet_comedian_109940146>', '<wordnet_celebrity_109903153>')",0.006734846595160888
"('<wordnet_comedian_109940146>', '<wordnet_person_100007846>')",1.0
"('<wordnet_comedian_109940146>', '<wordnet_spy_110641755>')",8.314625426124553e-05
"('<wordnet_comedian_109940146>', '<wordnet_engineer_109615807>')",0.0013303400681799285
"('<wordnet_comedian_109940146>', '<wordnet_king_110231515>')",0.0008314625426124553
"('<wordnet_comedian_109940146>', '<wordnet_samurai_110549763>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_horseman_110185793>')",0.00016629250852249106
"('<wordnet_comedian_109940146>', '<wordnet_actress_109767700>')",0.12995759541032675
"('<wordnet_comedian_109940146>', '<wordnet_state_senator_110650076>')",0.0002494387627837366
"('<wordnet_comedian_109940146>', '<wordnet_ward_110767020>')",0.0009146087968737008
"('<wordnet_comedian_109940146>', '<wordnet_sovereign_110628644>')",0.0009977550511349464
"('<wordnet_comedian_109940146>', '<wordnet_referee_110514429>')",8.314625426124553e-05
"('<wordnet_comedian_109940146>', '<wordnet_bodybuilder_109862845>')",0.0002494387627837366
"('<wordnet_comedian_109940146>', '<wordnet_head_110162991>')",0.02619107009229234
"('<wordnet_comedian_109940146>', '<wordnet_historian_110177150>')",0.0009146087968737008
"('<wordnet_comedian_109940146>', '<wordnet_officeholder_110371450>')",0.005653945289764696
"('<wordnet_comedian_109940146>', '<wordnet_emperor_110053004>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_cricketer_109977326>')",0.0002494387627837366
"('<wordnet_comedian_109940146>', '<wordnet_dancer_109989502>')",0.009146087968737008
"('<wordnet_comedian_109940146>', '<wordnet_schemer_110556518>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_herald_110171219>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_curate_109983572>')",0.0009146087968737008
"('<wordnet_comedian_109940146>', '<wordnet_abbot_109754404>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_skier_110605253>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_vice_president_110751265>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_archbishop_109805151>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_religious_person_109628382>')",0.0020786563565311383
"('<wordnet_comedian_109940146>', '<wordnet_cardinal_109894143>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_philosopher_110423589>')",0.00041573127130622767
"('<wordnet_comedian_109940146>', '<wordnet_rider_110529965>')",0.0002494387627837366
"('<wordnet_comedian_109940146>', '<wordnet_cheerleader_109913593>')",0.00016629250852249106
"('<wordnet_comedian_109940146>', '<wordnet_chef_109963574>')",0.0007483162883512097
"('<wordnet_comedian_109940146>', '<wordnet_fencer_110085217>')",8.314625426124553e-05
"('<wordnet_comedian_109940146>', '<wordnet_very_important_person_110748620>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_basketball_player_109842047>')",0.0014966325767024195
"('<wordnet_comedian_109940146>', '<wordnet_congressman_109955781>')",0.0
"('<wordnet_comedian_109940146>', '<wordnet_criminal_109977660>')",0.003492142678972312
"('<wordnet_comedian_109940146>', '<wordnet_academician_109759069>')",0.0014966325767024195
"('<wordnet_comedian_109940146>', '<wordnet_musician_110339966>')",0.12239128627255343
"('<wordnet_comedian_109940146>', '<wordnet_athlete_109820263>')",0.008148332917602061
