ConceptA(x),"Predicate(x,y)",ConceptB(y),Probability
http://dbpedia.org/ontology/Event,http://dbpedia.org/ontology/crewMember,http://dbpedia.org/ontology/Person,0.012835015
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/crewMembers,http://dbpedia.org/ontology/Person,0.010549643
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/flagbearer,http://dbpedia.org/ontology/Person,0.0010465
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/commander2c,http://dbpedia.org/ontology/Person,2.31E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/genre,http://dbpedia.org/ontology/Person,0.000207761
http://dbpedia.org/ontology/Event,http://dbpedia.org/ontology/leader,http://dbpedia.org/ontology/Person,1.54E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/ontology/foundedBy,http://dbpedia.org/ontology/Person,1.54E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/worldPlace,http://dbpedia.org/ontology/Person,0.004178305
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/sport,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/crew5Down,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/ontology/producer,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/ontology/promotion,http://dbpedia.org/ontology/Person,0.001546665
http://dbpedia.org/ontology/Event,http://dbpedia.org/ontology/closingFilm,http://dbpedia.org/ontology/Person,3.08E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/womanPlayer,http://dbpedia.org/ontology/Person,0.000500165
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/after,http://dbpedia.org/ontology/Person,5.39E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/editorInChief,http://dbpedia.org/ontology/Person,1.54E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/rm,http://dbpedia.org/ontology/Person,6.93E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/rcf,http://dbpedia.org/ontology/Person,5.39E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/lcb,http://dbpedia.org/ontology/Person,0.000138507
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/track,http://dbpedia.org/ontology/Person,3.85E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/combatant2a,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/rd1t5Loc,http://dbpedia.org/ontology/Person,2.31E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/rd2t4Loc,http://dbpedia.org/ontology/Person,5.39E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/partyId,http://dbpedia.org/ontology/Person,5.39E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/rd2t2Loc,http://dbpedia.org/ontology/Person,3.85E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/mostYellowsPlayerPlayer,http://dbpedia.org/ontology/Person,3.85E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/latestRedExtraPlayer,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/rd,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/away15player,http://dbpedia.org/ontology/Person,2.31E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/leagueTopscorer,http://dbpedia.org/ontology/Person,3.85E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/attendance,http://dbpedia.org/ontology/Person,0.000146202
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/potm,http://dbpedia.org/ontology/Person,3.85E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/ram,http://dbpedia.org/ontology/Person,1.54E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/rdm,http://dbpedia.org/ontology/Person,3.85E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/domesticcup4Winners,http://dbpedia.org/ontology/Person,7.69E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/runnersUpManager,http://dbpedia.org/ontology/Person,2.31E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/bestDirection,http://dbpedia.org/ontology/Person,3.08E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/ontology/position,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/homescore,http://dbpedia.org/ontology/Person,0.000100033
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/language,http://dbpedia.org/ontology/Person,2.31E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/home22player,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/c9Name,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/awayInjuries,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/team2hr,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/popplace,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/crew1Down,http://dbpedia.org/ontology/Person,4.62E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/cand,http://dbpedia.org/ontology/Person,0.032395331
http://dbpedia.org/ontology/Event,http://dbpedia.org/ontology/champion,http://dbpedia.org/ontology/Person,0.020906915
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/location,http://dbpedia.org/ontology/Person,0.016643967
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/place,http://dbpedia.org/ontology/Person,0.00366275
http://dbpedia.org/ontology/Event,http://dbpedia.org/ontology/fastestDriverTeam,http://dbpedia.org/ontology/Person,0.000453996
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/officiallyOpenedBy,http://dbpedia.org/ontology/Person,0.004355287
http://dbpedia.org/ontology/Event,http://dbpedia.org/ontology/followingEvent,http://dbpedia.org/ontology/Person,0.000230846
http://dbpedia.org/ontology/Event,http://dbpedia.org/ontology/previousEvent,http://dbpedia.org/ontology/Person,0.000407827
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/athlete'sOath,http://dbpedia.org/ontology/Person,0.000369353
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/previousYear'sRace,http://dbpedia.org/ontology/Person,8.46E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/manager,http://dbpedia.org/ontology/Person,0.001415853
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/vp,http://dbpedia.org/ontology/Person,0.001646699
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/umpires,http://dbpedia.org/ontology/Person,0.000392437
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/runnerupManager,http://dbpedia.org/ontology/Person,6.93E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/mvp,http://dbpedia.org/ontology/Person,0.000330879
http://dbpedia.org/ontology/Event,http://dbpedia.org/ontology/mostWins,http://dbpedia.org/ontology/Person,0.000800265
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/publisher,http://dbpedia.org/ontology/Person,4.62E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/crew2Up,http://dbpedia.org/ontology/Person,0.001192702
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/commander1c,http://dbpedia.org/ontology/Person,3.85E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/qualification,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/governmentHead,http://dbpedia.org/ontology/Person,0.000223151
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/territory,http://dbpedia.org/ontology/Person,8.46E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/activity,http://dbpedia.org/ontology/Person,1.54E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/ontology/openingFilm,http://dbpedia.org/ontology/Person,3.08E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/clublink,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/before,http://dbpedia.org/ontology/Person,4.62E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/home5player,http://dbpedia.org/ontology/Person,0.000153897
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/away14player,http://dbpedia.org/ontology/Person,8.46E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/am,http://dbpedia.org/ontology/Person,6.16E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/pastMembers,http://dbpedia.org/ontology/Person,6.16E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/mostChamps,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/drop,http://dbpedia.org/ontology/Person,4.62E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/rd1t8Loc,http://dbpedia.org/ontology/Person,6.93E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/ontology/manager,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/defendingChampions,http://dbpedia.org/ontology/Person,4.62E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/deputyGovernmentHead,http://dbpedia.org/ontology/Person,6.93E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/champwd,http://dbpedia.org/ontology/Person,2.31E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/assistantreferees,http://dbpedia.org/ontology/Person,4.62E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/athletes'Oath,http://dbpedia.org/ontology/Person,1.54E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/television,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/s,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/c10Name,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/c7Party,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/headquarters,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/oppositionLeaders,http://dbpedia.org/ontology/Person,3.08E-05
http://dbpedia.org/ontology/Event,http://dbpedia.org/property/ancestor,http://dbpedia.org/ontology/Person,7.69E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/doctoralStudents,http://dbpedia.org/ontology/Person,0.003674267
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/post2followed,http://dbpedia.org/ontology/Person,0.000218506
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/board,http://dbpedia.org/ontology/Person,5.16E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/bishop,http://dbpedia.org/ontology/Person,0.000426291
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/relative,http://dbpedia.org/ontology/Person,0.014270778
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/influences,http://dbpedia.org/ontology/Person,0.005869536
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/predecessor,http://dbpedia.org/ontology/Person,0.010937033
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/years,http://dbpedia.org/ontology/Person,0.000117932
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/primeMinister,http://dbpedia.org/ontology/Person,0.000526354
http://dbpedia.org/ontology/Species,http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/ontology/Person,0.102951973
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/notableStudent,http://dbpedia.org/ontology/Person,0.001032287
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/mixedDoublesPartner,http://dbpedia.org/ontology/Person,0.000103637
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/almaMater,http://dbpedia.org/ontology/Person,0.001031266
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/third,http://dbpedia.org/ontology/Person,0.000215443
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/homeSecretary,http://dbpedia.org/ontology/Person,1.02E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/monarch,http://dbpedia.org/ontology/Person,0.005180323
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/partners,http://dbpedia.org/ontology/Person,3.83E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/consort,http://dbpedia.org/ontology/Person,7.66E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/formerPartner,http://dbpedia.org/ontology/Person,2.50E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/suboffice,http://dbpedia.org/ontology/Person,9.96E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/institution,http://dbpedia.org/ontology/Person,0.000202169
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/known,http://dbpedia.org/ontology/Person,1.02E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/opponent,http://dbpedia.org/ontology/Person,6.02E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/war,http://dbpedia.org/ontology/Person,1.89E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/post6followed,http://dbpedia.org/ontology/Person,7.15E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/3namedata,http://dbpedia.org/ontology/Person,5.46E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/navy,http://dbpedia.org/ontology/Person,1.74E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/majorShrine,http://dbpedia.org/ontology/Person,7.10E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/grandsire,http://dbpedia.org/ontology/Person,0.000112316
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/beatifiedBy,http://dbpedia.org/ontology/Person,0.000506443
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/apostolicNuncio,http://dbpedia.org/ontology/Person,3.57E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/queen,http://dbpedia.org/ontology/Person,2.76E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/description,http://dbpedia.org/ontology/Person,9.19E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/militaryRank,http://dbpedia.org/ontology/Person,2.86E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/restingPlace,http://dbpedia.org/ontology/Person,0.000259348
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/personalbest,http://dbpedia.org/ontology/Person,7.15E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/opponent,http://dbpedia.org/ontology/Person,2.91E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/convictionPenalty,http://dbpedia.org/ontology/Person,3.57E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/fmmm,http://dbpedia.org/ontology/Person,1.02E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/primeMinister,http://dbpedia.org/ontology/Person,2.30E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/voice,http://dbpedia.org/ontology/Person,2.04E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/race,http://dbpedia.org/ontology/Person,1.28E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/under,http://dbpedia.org/ontology/Person,9.70E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/comp,http://dbpedia.org/ontology/Person,2.04E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/placeOfBurial,http://dbpedia.org/ontology/Person,6.13E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/advisor,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/name7b,http://dbpedia.org/ontology/Person,1.02E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/name9a,http://dbpedia.org/ontology/Person,1.02E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/lineage,http://dbpedia.org/ontology/Person,6.64E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/coachteamb,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/olympicteams,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/homecountry,http://dbpedia.org/ontology/Person,2.09E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/listOfWorks,http://dbpedia.org/ontology/Person,2.04E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/previouslyCoached,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/nativeLang1Name,http://dbpedia.org/ontology/Person,5.62E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/notableCommanders,http://dbpedia.org/ontology/Person,1.02E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/relitives,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/researchAdvisors,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/deathstyle,http://dbpedia.org/ontology/Person,2.04E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/otherparty,http://dbpedia.org/ontology/Person,0.000171027
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/see,http://dbpedia.org/ontology/Person,1.48E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/name4c,http://dbpedia.org/ontology/Person,2.04E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/7namedata,http://dbpedia.org/ontology/Person,1.53E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/befoRe,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/amatteam,http://dbpedia.org/ontology/Person,4.08E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/otherRelatives,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/footer,http://dbpedia.org/ontology/Person,2.04E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/formerSkatingClub,http://dbpedia.org/ontology/Person,4.59E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/skatingClub,http://dbpedia.org/ontology/Person,2.30E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/ruckrover,http://dbpedia.org/ontology/Person,1.02E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/suppressedBy,http://dbpedia.org/ontology/Person,1.02E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/currentSeries,http://dbpedia.org/ontology/Person,7.96E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/organizations,http://dbpedia.org/ontology/Person,4.59E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/champCarTeam,http://dbpedia.org/ontology/Person,5.62E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/organisationposition,http://dbpedia.org/ontology/Person,2.04E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/administratingTeam,http://dbpedia.org/ontology/Person,1.02E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/chiefexecutive,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/row51Text,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/name16d,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/currentowner,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/diocese,http://dbpedia.org/ontology/Person,1.84E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/round,http://dbpedia.org/ontology/Person,1.02E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/yeshivaposition,http://dbpedia.org/ontology/Person,1.02E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/headOfParliament,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/trinomialAuthority,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/deputyOf,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/missPhilippinesWater,http://dbpedia.org/ontology/Person,2.04E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/speciesAuthority,http://dbpedia.org/ontology/Person,2.55E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/nllTeam,http://dbpedia.org/ontology/Person,1.68E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/presidingofficer,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/relatedShows,http://dbpedia.org/ontology/Person,1.02E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/missDominicanRepublicUniverse,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/name1b,http://dbpedia.org/ontology/Person,2.55E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/playerSport,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/row31Text,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/commerce,http://dbpedia.org/ontology/Person,1.02E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/secretaryofstate,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/chief,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/posthumousName,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/ruPosition,http://dbpedia.org/ontology/Person,0.001411098
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/grandInternational,http://dbpedia.org/ontology/Person,4.08E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/governingMayor,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/philosophy,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/collaborations,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/rw,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/bench2Sf,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/rcm,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/agandmarkets,http://dbpedia.org/ontology/Person,1.02E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/name,http://dbpedia.org/ontology/Person,0.055435638
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/post1followed,http://dbpedia.org/ontology/Person,0.000452838
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/post5followed,http://dbpedia.org/ontology/Person,1.53E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/governor,http://dbpedia.org/ontology/Person,0.004967433
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/coach,http://dbpedia.org/ontology/Person,0.00136413
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/with,http://dbpedia.org/ontology/Person,0.002185569
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/team,http://dbpedia.org/ontology/Person,0.0020804
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/influenced,http://dbpedia.org/ontology/Person,0.003974968
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/succeeded,http://dbpedia.org/ontology/Person,0.005663283
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/ordainedBy,http://dbpedia.org/ontology/Person,0.001238029
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/calledBy,http://dbpedia.org/ontology/Person,0.000211358
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/lieutenant,http://dbpedia.org/ontology/Person,8.02E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/choreographer,http://dbpedia.org/ontology/Person,0.00029968
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/deputy,http://dbpedia.org/ontology/Person,5.72E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/fields,http://dbpedia.org/ontology/Person,0.000161837
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/draftTeam,http://dbpedia.org/ontology/Person,3.06E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/semicha,http://dbpedia.org/ontology/Person,1.02E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/dmv,http://dbpedia.org/ontology/Person,2.04E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/birthDate,http://dbpedia.org/ontology/Person,1.84E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/practice,http://dbpedia.org/ontology/Person,2.14E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/constituencyMp,http://dbpedia.org/ontology/Person,0.000103127
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/residence,http://dbpedia.org/ontology/Person,0.000835734
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/citizenship,http://dbpedia.org/ontology/Person,0.001080276
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/names,http://dbpedia.org/ontology/Person,2.35E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/text,http://dbpedia.org/ontology/Person,6.23E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/region,http://dbpedia.org/ontology/Person,2.50E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/taoiseach,http://dbpedia.org/ontology/Person,0.000205743
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/debutteam,http://dbpedia.org/ontology/Person,2.71E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/adminTeam,http://dbpedia.org/ontology/Person,3.11E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/priorTerm,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/subgenusAuthority,http://dbpedia.org/ontology/Person,1.02E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/dam,http://dbpedia.org/ontology/Person,6.13E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/attributes,http://dbpedia.org/ontology/Person,1.07E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/goals,http://dbpedia.org/ontology/Person,1.53E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/abans,http://dbpedia.org/ontology/Person,5.11E-07
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/royalHouse,http://dbpedia.org/ontology/Person,2.65E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/medium,http://dbpedia.org/ontology/Person,1.38E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/8namedata,http://dbpedia.org/ontology/Person,1.02E-06
http://dbpedia.org/ontology/Species,http://dbpedia.org/property/event,http://dbpedia.org/ontology/Person,5.05E-05
http://dbpedia.org/ontology/Species,http://dbpedia.org/ontology/race,http://dbpedia.org/ontology/Person,2.14E-05
