"Predicate(x,y)",ConceptA(y),ConceptB(x),Probability
http://dbpedia.org/property/memberOf,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.02564102564102564
http://dbpedia.org/property/leader10Type,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/pc,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.5
http://dbpedia.org/property/last,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.010477299185098952
http://dbpedia.org/property/leader5Title,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/team2Twenty20sMostRuns,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.002403846153846154
http://dbpedia.org/property/organizers,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.07142857142857142
http://dbpedia.org/property/quantity,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.4
http://dbpedia.org/property/voices,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.00015530361857431278
http://dbpedia.org/property/funding,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.1111111111111111
http://dbpedia.org/property/prisoners,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.009174311926605505
http://dbpedia.org/property/fam,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.008130081300813009
http://dbpedia.org/property/viceChair,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.05263157894736842
http://dbpedia.org/property/homeStadium,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.5
http://dbpedia.org/property/sportDirector,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/specialists,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/rider,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.625
http://dbpedia.org/property/licensingAuthority,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/reverse2Designer,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.06666666666666667
http://dbpedia.org/property/organizer,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.02631578947368421
http://dbpedia.org/property/traditions,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/qb,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0008058017727639
http://dbpedia.org/property/sv,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.003009027081243731
http://dbpedia.org/property/chancellor,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.3832772166105499
http://dbpedia.org/ontology/championInSingleFemale,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.07209136331192005
http://dbpedia.org/ontology/leader,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.6432331098132525
http://dbpedia.org/ontology/foundedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9632583998066232
http://dbpedia.org/property/roadhr,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0024783147459727386
http://dbpedia.org/ontology/locationCountry,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/ontology/president,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.050154516439535946
http://dbpedia.org/property/services,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9611650485436893
http://dbpedia.org/property/minister1Name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9937858508604207
http://dbpedia.org/property/after,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.00236585743002938
http://dbpedia.org/property/areasServed,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/athletics,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/genre,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.020388030253206183
http://dbpedia.org/ontology/secondCommander,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/leader1Type,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9256198347107438
http://dbpedia.org/ontology/vicePresident,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.009280742459396751
http://dbpedia.org/ontology/division,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.7966101694915254
http://dbpedia.org/property/purpose,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9
http://dbpedia.org/ontology/position,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0003845332193975646
http://dbpedia.org/property/sport,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.017687074829931974
http://dbpedia.org/property/commanderTitle,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9615384615384616
http://dbpedia.org/property/language,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.10683229813664596
http://dbpedia.org/ontology/religiousHead,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/locationSigned,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.07407407407407407
http://dbpedia.org/property/specialization,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/depositor,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.10126582278481013
http://dbpedia.org/property/houseType,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9833333333333333
http://dbpedia.org/property/incumbent,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.013751763046544428
http://dbpedia.org/property/chief2Name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9896907216494846
http://dbpedia.org/property/chief6Name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9375
http://dbpedia.org/ontology/producer,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.00017722882285979154
http://dbpedia.org/property/aircraftBomber,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/rm,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.3930635838150289
http://dbpedia.org/property/religion,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.25252525252525254
http://dbpedia.org/property/rcf,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.40476190476190477
http://dbpedia.org/property/chief4Position,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/lcb,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.45394736842105265
http://dbpedia.org/property/chiefMinister,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.5
http://dbpedia.org/ontology/superintendent,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/ontology/broadcastNetwork,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/children,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0005636978579481398
http://dbpedia.org/property/istadvaita,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/ontology/voice,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.00024267427046047442
http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0020891364902506965
http://dbpedia.org/property/obverseDesign,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.2
http://dbpedia.org/property/thinkTank,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/militaryRank,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.40540540540540543
http://dbpedia.org/property/ministerTitle,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.8421052631578947
http://dbpedia.org/property/battingCoach,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/formercm,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/seats3Title,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.8888888888888888
http://dbpedia.org/property/style,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.043795620437956206
http://dbpedia.org/property/minister4Pfo,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/child4Agency,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/unitName,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/shipType,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.03225806451612903
http://dbpedia.org/property/relations,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0003654302941713868
http://dbpedia.org/property/themeMusicComposer,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0009675858732462506
http://dbpedia.org/property/halfbackflank,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.10846560846560846
http://dbpedia.org/property/worldPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.00684931506849315
http://dbpedia.org/property/judges,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.00404122044857547
http://dbpedia.org/property/chair,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.3333333333333333
http://dbpedia.org/property/association,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.5476190476190477
http://dbpedia.org/property/sex,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.00033090668431502316
http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.000733998825601879
http://dbpedia.org/property/rdm,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.525
http://dbpedia.org/property/ram,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.4
http://dbpedia.org/property/signedpresident,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0032258064516129032
http://dbpedia.org/property/titleDeputy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.07482993197278912
http://dbpedia.org/ontology/pictureFormat,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/ethnicity,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.22916666666666666
http://dbpedia.org/ontology/schoolBoard,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/namedby,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.07207207207207207
http://dbpedia.org/property/father,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.00020179598425991324
http://dbpedia.org/property/fullback,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.11224489795918367
http://dbpedia.org/property/presbo,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.22448979591836735
http://dbpedia.org/property/successorLine,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/localAuthority,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/president.,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/blank2Name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.06666666666666667
http://dbpedia.org/property/alias,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.13513513513513514
http://dbpedia.org/property/testCoach,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/bicycles,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/shortestreign,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0038314176245210726
http://dbpedia.org/property/motherParty,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.23809523809523808
http://dbpedia.org/property/symbolType,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.07142857142857142
http://dbpedia.org/property/politicalLeader,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.6666666666666666
http://dbpedia.org/property/confed,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/agriculture,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.05454545454545454
http://dbpedia.org/property/treasury,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.04878048780487805
http://dbpedia.org/property/education,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0008312551953449709
http://dbpedia.org/property/runsTeam2Inns,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.022727272727272728
http://dbpedia.org/property/commander5Label,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/formed,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/branchOf,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/adsaffsDesign,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/presidents,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.09876543209876543
http://dbpedia.org/property/trainer,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.00044359012272660064
http://dbpedia.org/property/leagueTopscorer,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.001161290322580645
http://dbpedia.org/ontology/internationalAffiliation,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/ppchairman,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.22727272727272727
http://dbpedia.org/property/leadfigures,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.01645021645021645
http://dbpedia.org/property/viceChairperson,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.25
http://dbpedia.org/property/archdeaconries,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.3333333333333333
http://dbpedia.org/property/colorists,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.002531645569620253
http://dbpedia.org/property/logoCaption,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/homescore,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.028662420382165606
http://dbpedia.org/property/ancestorSchools,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.5
http://dbpedia.org/property/anthem,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.018518518518518517
http://dbpedia.org/property/domesticcup4Winners,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.4166666666666667
http://dbpedia.org/property/producers,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0023148148148148147
http://dbpedia.org/property/secretaryOfState,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.3333333333333333
http://dbpedia.org/property/acb,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.5
http://dbpedia.org/property/potm,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.16666666666666666
http://dbpedia.org/property/attendance,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.014705882352941176
http://dbpedia.org/ontology/officerInCharge,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/influenced,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.00015467904098994585
http://dbpedia.org/property/minorityLeader,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.047619047619047616
http://dbpedia.org/property/establishedEvent,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.06451612903225806
http://dbpedia.org/property/branding,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/currentHos,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.021739130434782608
http://dbpedia.org/property/minister2name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.2
http://dbpedia.org/property/1namedata,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0008088433540037746
http://dbpedia.org/property/popplace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.01282051282051282
http://dbpedia.org/property/depots,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/awayInjuries,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.006880733944954129
http://dbpedia.org/property/charta,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/playerOfTestSeries,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.006493506493506494
http://dbpedia.org/property/chiefJustice,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.07575757575757576
http://dbpedia.org/ontology/house,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/stateMinisterName,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/vicePresidents,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.07692307692307693
http://dbpedia.org/property/team1Captain,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.003009027081243731
http://dbpedia.org/property/publications,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/track,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.14285714285714285
http://dbpedia.org/property/winter,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/hosts,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0049261083743842365
http://dbpedia.org/property/introducedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0013550135501355014
http://dbpedia.org/property/bench4Sf,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.14285714285714285
http://dbpedia.org/property/premierTitle,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.5
http://dbpedia.org/ontology/chancellor,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.43142857142857144
http://dbpedia.org/property/manager,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.1303119041133206
http://dbpedia.org/property/pastMembers,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9718043567612001
http://dbpedia.org/property/location,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.16774480610603415
http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/ontology/politicalPartyInLegislature,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/headquarters,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.7327586206896551
http://dbpedia.org/property/mostChamps,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.6956521739130435
http://dbpedia.org/property/nativeName,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.14285714285714285
http://dbpedia.org/property/leader3Name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9627118644067797
http://dbpedia.org/ontology/manager,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.17859224999028334
http://dbpedia.org/property/garrison,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9846153846153847
http://dbpedia.org/ontology/principal,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/predecessors,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/before,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0025116781296213703
http://dbpedia.org/property/starterSf,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.23367697594501718
http://dbpedia.org/property/commander1Label,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/otherName,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.6
http://dbpedia.org/property/chief1Position,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9962546816479401
http://dbpedia.org/property/provRep,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.09490740740740741
http://dbpedia.org/ontology/champion,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.021715126978284875
http://dbpedia.org/property/family,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.00015323322096230462
http://dbpedia.org/ontology/battle,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.556407447973713
http://dbpedia.org/property/spinoffOf,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.5789473684210527
http://dbpedia.org/property/connectedmembers,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.6666666666666666
http://dbpedia.org/property/territory,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.14
http://dbpedia.org/ontology/university,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.061224489795918366
http://dbpedia.org/property/chief5Name,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9642857142857143
http://dbpedia.org/property/parentOrganisation,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/designers,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.008064516129032258
http://dbpedia.org/property/overseas,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.5327102803738317
http://dbpedia.org/ontology/aircraftBomber,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/bench3Pg,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.1875
http://dbpedia.org/property/s,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.25818639798488663
http://dbpedia.org/property/parentHouse,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.22727272727272727
http://dbpedia.org/property/freeLabel,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/minister2Pfo,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/rwb,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.7058823529411765
http://dbpedia.org/ontology/programmeFormat,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/ontology/child,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.00035168699857127155
http://dbpedia.org/property/age,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.013100436681222707
http://dbpedia.org/property/outgoing,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.9846153846153847
http://dbpedia.org/property/waterway,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.3333333333333333
http://dbpedia.org/property/mpParty,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.42857142857142855
http://dbpedia.org/property/governmentHead,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.05755395683453238
http://dbpedia.org/property/country/region,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.044444444444444446
http://dbpedia.org/property/serviceArea,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/letterers,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.005747126436781609
http://dbpedia.org/property/councillor,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.13793103448275862
http://dbpedia.org/ontology/education,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.00076103500761035
http://dbpedia.org/ontology/mergedWith,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/focus,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.8695652173913043
http://dbpedia.org/property/honorificPrefix,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0002844141069397042
http://dbpedia.org/property/deputyGovernmentHead,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.05742296918767507
http://dbpedia.org/property/composition,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.5
http://dbpedia.org/property/currentHead,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.4462809917355372
http://dbpedia.org/property/am,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.26011560693641617
http://dbpedia.org/property/teamName,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/ontology/splitFromParty,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/editing,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0003764842166232262
http://dbpedia.org/property/oppositionLeaders,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.10638297872340426
http://dbpedia.org/ontology/denomination,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/ontology/draftTeam,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.16666666666666666
http://dbpedia.org/property/officiallyOpenedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.0035087719298245615
http://dbpedia.org/property/studentWing,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/agencyType,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,1.0
http://dbpedia.org/property/place,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Organisation,0.009708737864077669
